brand,model_name,price,price_num,head_size,head_size_in2,length,length_in,weight,weight_g,tension,tension_low_lbs,tension_high_lbs,tension_mid_lbs,balance,balance_pts,beam_width,beam_mm_avg,composition,flex,flex_ra,grip_type,power_lv,power_lv_num,string_pa,swing_sp,swing_sp_num,swing_we,swing_weight
Yonex,Yonex 108 (255g),$189,189.0,108 sq. in OS,108.0,27.25 inches,27.25,Strung — 9.6 oz / 272 g Unstrung — 9.0 oz / 255 g,272.0,40-55 Pounds,40.0,55.0,47.5,1 Pts Head Light,-1.0,26/29/24mm,24.0,HM Graphite / M40X with VDM HM Graphite / M40X / VDM,67,67.0,Yonex Synthetic,High,3.0,"16 Mains / 18 CrossesMains Skip: 8T,8HTwo PieceNo Shared Holes","Slow, Compact Swing",1.0,305,305.0
Tecnifibre,T-Fight 315,$229.95,229.95,98 sq. in MP,98.0,27 inches,27.0,Strung — 11.7 oz / 332 g Unstrung — 11.1 oz / 315 g,332.0,49-59 Pounds,49.0,59.0,54.0,7 Pts Head Light,-7.0,21.7mm,21.7,Dynacore/Graphite/XTC,66,66.0,Tecnifibre X-Tra Feel,Low,1.0,"18 Mains / 20 CrossesMains Skip: 8T, 10T, 8H, 10HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,325,325.0
Tecnifibre,Tecnifibre 285,$179.95,179.95,100 sq. in MP,100.0,26.6 inches,26.6,Strung — 10.5 oz / 298 g Unstrung — 10.05 oz / 285 g,298.0,50-55 Pounds,50.0,55.0,52.5,4 Pts Head Light,-4.0,24/25/24mm,24.0,Graphite,68,68.0,Wax Grip,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,298,298.0
Head,Speed Pro,$239.95,239.95,100 sq. in MP,100.0,27 inches,27.0,Strung — 11.6 oz / 329 g Unstrung — 10.9 oz / 309 g,329.0,48-57 Pounds,48.0,57.0,52.5,6 Pts Head Light,-6.0,23mm,23.0,Graphene 360+ / Graphite,62,62.0,Head Hydrosorb Pro,Low,1.0,"18 Mains / 20 CrossesMains Skip: 8T, 10T, 8H, 10HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,330,330.0
Babolat,Babolat 102 (280g),$99,99.0,102 sq. in MP,102.0,27 inches,27.0,Strung — 10.5 oz / 298 g Unstrung — 9.9 oz / 281 g,298.0,50-55 Pounds,50.0,55.0,52.5,3 Pts Head Light,-3.0,23/26/23mm,23.0,Graphite,68,68.0,Babolat Synthetic,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 8T,8HOne PieceNo Shared Holes","Medium, Moderate Swing",2.0,312,312.0
Head,Head 105 (275g),$189.95,189.95,105 sq. in OS,105.0,27 inches,27.0,Strung — 10.2 oz / 292 g Unstrung — 9.7 oz / 275 g,292.0,52-62 Pounds,52.0,62.0,57.0,1 Pts Head Heavy,1.0,23/26/22mm,22.0,Graphene 360+ / Graphite,66,66.0,Hydrosorb Pro,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 8T,8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,310,310.0
Dunlop,Dunlop 100 (270g),$179.99,179.99,100 sq. in MP,100.0,27 inches,27.0,Strung — 10.1 oz / 286 g Unstrung — 9.5 oz / 270 g,286.0,45-65 Pounds,45.0,65.0,55.0,1 Pts Head Light,-1.0,23/26/23mm,23.0,Sonic Core with Infinergy / Graphite,71,71.0,Dunlop Viper Dry,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Slow, Compact Swing",1.0,295,295.0
Head,Prestige Mid,$229.95,229.95,93 sq. in MP,93.0,27 inches,27.0,Strung — 11.8 oz / 335 g Unstrung — 11.3 oz / 320 g,335.0,48-57 Pounds,48.0,57.0,52.5,7 Pts Head Light,-7.0,20mm,20.0,Graphene 360+ / Graphite,65,65.0,Head Hydrosorb Pro,Low,1.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,328,328.0
Yonex,Yonex 98 (285g),$219,219.0,98 sq. in MP,98.0,27 inches,27.0,Strung — 10.6 oz / 300 g Unstrung — 10.1 oz / 285 g,300.0,45-60 Pounds,45.0,60.0,52.5,1 Pts Head Light,-1.0,23/24/19mm,19.0,HM Graphite / M40X with VDM HM Graphite / M40X / VDM,64,64.0,Yonex Synthetic,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 8T,8HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,312,312.0
Head,Head 95 (315g),$229.95,229.95,95 sq. in MP,95.0,27 inches,27.0,Strung — 11.7 oz / 331 g Unstrung — 11.1 oz / 315 g,331.0,48-57 Pounds,48.0,57.0,52.5,6 Pts Head Light,-6.0,22mm,22.0,Graphene 360+ / Graphite,65,65.0,Head Hydrosorb Pro,Low,1.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,327,327.0
Head,Head 100 (275g),$219.95,219.95,100 sq. in MP,100.0,27 inches,27.0,Strung — 10.3 oz / 292 g Unstrung — 9.7 oz / 275 g,292.0,48-57 Pounds,48.0,57.0,52.5,1 Pts Head Light,-1.0,23mm,23.0,Graphene 360+ / Graphite,64,64.0,Head Hydrosorb Pro,Low,1.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,317,317.0
Volkl,Volkl 105 (275g),$219.99,219.99,105 sq. in OS,105.0,27.6 inches,27.6,Strung — 10.3 oz / 292 g Unstrung — 9.7 oz / 275 g,292.0,46-60 Pounds,46.0,60.0,53.0,5 Pts Head Light,-5.0,25mm,25.0,V-Cell/Graphite,68,68.0,Volkl,High,3.0,"16 Mains / 19 CrossesMains Skip: 8T,8HTwo PieceNo Shared Holes","Slow, Compact Swing",1.0,305,305.0
Dunlop,CX 200,$199.99,199.99,98 sq. in MP,98.0,27 inches,27.0,Strung — 11.4 oz / 320 g Unstrung — 10.8 oz / 305 g,320.0,45-65 Pounds,45.0,65.0,55.0,6 Pts Head Light,-6.0,21/23/22mm,22.0,Sonic Core with Infinergy / Graphite,70,70.0,Dunlop Viper Dry,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,320,320.0
Wilson,Wilson 100 (255g),$179,179.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 9.7 oz / 275 g Unstrung — 9.1 oz / 257 g,275.0,47-57 Pounds,47.0,57.0,52.0,3 Pts Head Light,-3.0,24/26/23mm,23.0,High Performance Carbon Fiber,68,68.0,Wilson Pro Performance,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,290,290.0
Volkl,Volkl 100 (300g),$209.99,209.99,100 sq. in MP,100.0,27 inches,27.0,Strung — 11.1 oz / 312 g Unstrung — 10.6 oz / 300 g,312.0,50-60 Pounds,50.0,60.0,55.0,5 Pts Head Light,-5.0,22/24/22mm,22.0,V-Cell/Graphite,67,67.0,Volkl,Low,1.0,"16 Mains / 18 CrossesMains Skip: 8T,8HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,312,312.0
Babolat,Babolat 112 (265g),$129,129.0,112 sq. in OS,112.0,27.5 inches,27.5,Strung — 9.8 oz / 278 g Unstrung — 9.3 oz / 264 g,278.0,50-59 Pounds,50.0,59.0,54.5,5 Pts Head Heavy,5.0,26/28/29mm,29.0,Graphite,72,72.0,Babolat Syntec Pro,High,3.0,"16 Mains / 19 CrossesMains Skip: 8T,8HTwo PieceNo Shared Holes","Slow, Compact Swing",1.0,324,324.0
Yonex,Yonex 98 (270g),$179,179.0,98 sq. in MP,98.0,27 inches,27.0,Strung — 10.1 oz / 286 g Unstrung — 9.5 oz / 270 g,286.0,45-60 Pounds,45.0,60.0,52.5,3 Pts Head Light,-3.0,23/25/20mm,20.0,HM Graphite / M40X with VDM HM Graphite / M40X / VDM,68,68.0,Yonex Synthetic,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 8T,8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,300,300.0
Head,Gravity MP,$99.95,99.95,100 sq. in MP,100.0,27 inches,27.0,Strung — 11.1 oz / 315 g Unstrung — 10.6 oz / 300 g,315.0,48-57 Pounds,48.0,57.0,52.5,4 Pts Head Light,-4.0,22mm,22.0,Graphene XT / Graphite,67,67.0,Hydrosorb Pro,Low,1.0,"16 Mains / 19 CrossesMains Skip: NoneTwo Piece7T & H, 8T & H","Fast, Long Swing",3.0,320,320.0
Yonex,VCORE Pro 97,$239,239.0,97 sq. in MP,97.0,27 inches,27.0,Strung — 11.5 oz / 326 g Unstrung — 10.9 oz / 310 g,326.0,45-60 Pounds,45.0,60.0,52.5,7 Pts Head Light,-7.0,20mm,20.0,H.M. Graphite/Black Micro Core/Namd,64,64.0,Yonex Super Cushion Grip,Low,1.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,317,317.0
Wilson,Wilson 102 (305g),$249,249.0,102 sq. in MP,102.0,28 inches,28.0,Strung — 11.4 oz / 323 g Unstrung — 10.8 oz / 305 g,323.0,48-57 Pounds,48.0,57.0,52.5,7 Pts Head Light,-7.0,22mm,22.0,Braided Graphite / Countervail,68,68.0,Wilson Pro Performance,Low,1.0,"18 Mains / 19 CrossesMains Skip: 9T, 9HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,347,347.0
Babolat,Babolat 102 (260g),$99,99.0,102 sq. in MP,102.0,27 inches,27.0,Strung — 9.8 oz / 275 g Unstrung — 9.2 oz / 260 g,275.0,50-55 Pounds,50.0,55.0,52.5,2 Pts Head Heavy,2.0,23/26/23mm,23.0,Graphite,67,67.0,Babolat Synthetic,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 8T,8HOne PieceNo Shared Holes","Medium, Moderate Swing",2.0,306,306.0
Yonex,Yonex 102 (250g),$159,159.0,102 sq. in MP,102.0,27 inches,27.0,Strung — 9.4 oz / 266 g Unstrung — 8.8 oz / 250 g,266.0,45-60 Pounds,45.0,60.0,52.5,2 Pts Head Heavy,2.0,24/27/23mm,23.0,HM Graphite / M40X with VDM HM Graphite / M40X / VDM,68,68.0,Yonex Synthetic,Medium,2.0,"16 Mains / 18 CrossesMains Skip: 8T,8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,299,299.0
Dunlop,Dunlop 107 (265g),$179.99,179.99,107 sq. in OS,107.0,27.5 inches,27.5,Strung — 9.9 oz / 281 g Unstrung — 9.3 oz / 265 g,281.0,45-65 Pounds,45.0,65.0,55.0,Even Balance,0.0,23/27/23mm,23.0,Sonic Core with Infinergy / Graphite,70,70.0,Dunlop Viper Dry,High,3.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Slow, Compact Swing",1.0,320,320.0
Babolat,Pure Drive,$229,229.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 11.2 oz / 318 g Unstrung — 10.6 oz / 300 g,318.0,50-59 Pounds,50.0,59.0,54.5,4 Points Head ight,4.0,23/26/23mm,23.0,HTR / Graphite,70,70.0,Syntec Pro,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,320,320.0
Yonex,Yonex 98 (315g),$229,229.0,98 sq. in MP,98.0,27 inches,27.0,Strung — 11.7 oz / 332 g Unstrung — 11.1 oz / 315 g,332.0,40-55 Pounds,40.0,55.0,47.5,4 Pts Head Light,-4.0,23/24/19mm,19.0,HM Graphite / M40X with VDM HM Graphite / M40X / VDM,63,63.0,Yonex Synthetic,Low,1.0,"16 Mains / 19 CrossesMains Skip: 8T,8HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,328,328.0
Dunlop,Dunlop 100 (285g),$179.99,179.99,100 sq. in MP,100.0,27 inches,27.0,Strung — 10.7 oz / 303 g Unstrung — 10.0 oz / 285 g,303.0,45-65 Pounds,45.0,65.0,55.0,3 Pts Head Light,-3.0,23/26/23mm,23.0,Sonic Core with Infinergy & Graphite,68,68.0,Dunlop Viper Dry,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 8T,8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,318,318.0
Dunlop,Dunlop 100 (270g),$179.99,179.99,100 sq. in MP,100.0,27 inches,27.0,Strung — 10.1 oz / 286 g Unstrung — 9.5 oz / 270 g,286.0,45-65 Pounds,45.0,65.0,55.0,2 Pts Head Light,-2.0,23/26/23mm,23.0,Sonic Core with Infinergy & Graphite,67,67.0,Dunlop Viper Dry,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 8T,8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,302,302.0
Yonex,VCORE Pro 97H,$239,239.0,97 sq. in MP,97.0,27 inches,27.0,Strung — 12.2 oz / 346 g Unstrung — 11.6 oz / 330 g,346.0,45-60 Pounds,45.0,60.0,52.5,7 Pts Head Light,-7.0,20mm,20.0,H.M. Graphite/Black Micro Core/Namd,65,65.0,Yonex Super Cushion Grip,Low,1.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,330,330.0
Head,Extreme MP,$199.95,199.95,100 sq. in MP,100.0,27 inches,27.0,Strung — 11.2 oz / 318 g Unstrung — 10.6 oz / 300 g,318.0,52-62 Pounds,52.0,62.0,57.0,3 Pts Head Light,-3.0,23/26/21mm,21.0,Graphene 360+ / Graphite,66,66.0,Hydrosorb Pro,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 8T,8HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,325,325.0
Wilson,Ultra 100,$199,199.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 11.1 oz / 315 g Unstrung — 10.6 oz / 300 g,315.0,47-57 Pounds,47.0,57.0,52.0,4 Pts Head Light,-4.0,24/26/23mm,23.0,High Performance Carbon Fiber,72,72.0,Wilson Pro Performance,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 8T, 8H Mains Skip: 8T, 8H Mains Skip: 8T, 8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,310,310.0
Wilson,Wilson 108 (270g),$189,189.0,108 sq. in OS,108.0,27.25 inches,27.25,Strung — 10.1 oz / 286 g Unstrung — 9.5 oz / 270 g,286.0,47-57 Pounds,47.0,57.0,52.0,1 Pts Head Light,-1.0,26/27.5/25mm,25.0,High Performance Carbon Fiber,69,69.0,Wilson Pro Performance,High,3.0,"16 Mains / 18 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Slow, Compact Swing",1.0,308,308.0
Head,Head 105 (265g),$189.95,189.95,105 sq. in OS,105.0,27 inches,27.0,Strung — 9.8 oz / 275 g Unstrung — 9.3 oz / 265 g,275.0,52-62 Pounds,52.0,62.0,57.0,3 Pts Head Heavy,3.0,23/26/22mm,22.0,Graphene 360+ / Graphite,66,66.0,Hydrosorb Pro,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 8T,8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,310,310.0
Yonex,Yonex 105 (275g),$209,209.0,105 sq. in OS,105.0,27 inches,27.0,Strung — 10.3 oz / 292 g Unstrung — 9.7 oz / 275 g,292.0,45-60 Pounds,45.0,60.0,52.5,1 Pts Head Light,-1.0,26/29/24mm,24.0,HM Graphite / M40X with VDM HM Graphite / M40X / VDM,67,67.0,Yonex Synthetic,High,3.0,"16 Mains / 19 CrossesMains Skip: 8T,8HTwo PieceNo Shared Holes","Slow, Compact Swing",1.0,305,305.0
Head,Extreme Tour,$219.95,219.95,98 sq. in MP,98.0,27 inches,27.0,Strung — 11.4 oz / 320 g Unstrung — 10.8 oz / 305 g,320.0,48-57 Pounds,48.0,57.0,52.5,6 Pts Head Light,-6.0,21/23/21mm,21.0,Graphene 360+ / Graphite,66,66.0,Hydrosorb Pro,Low,1.0,"16 Mains / 19 CrossesMains Skip: 8T,8HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,320,320.0
Babolat,Pure Strike 16x19,$259,259.0,98 sq. in MP,98.0,27 inches,27.0,Strung — 11.3 oz / 323 g Unstrung — 10.8 oz / 305 g,323.0,50-59 Pounds,50.0,59.0,54.5,6 Pts Head Light,-6.0,21/23/22mm,22.0,Graphite,67,67.0,Syntec Pro,Low,1.0,"16 Mains / 20 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,321,321.0
Volkl,Volkl 100 (285g),$209.99,209.99,100 sq. in MP,100.0,27 inches,27.0,Strung — 10.5 oz / 299 g Unstrung — 10.1 oz / 285 g,299.0,50-60 Pounds,50.0,60.0,55.0,4 Pts Head Light,-4.0,22/24/22mm,22.0,V-Cell/Graphite,70,70.0,Volkl,Medium,2.0,"16 Mains / 18 CrossesMains Skip: 8T,8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,303,303.0
Yonex,VCORE 100,$239,239.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 11.2 oz / 318 g Unstrung — 10.6 oz / 300 g,318.0,45-60 Pounds,45.0,60.0,52.5,4 Pts Head Light,-4.0,21mm,21.0,H.M. Graphite/Black Micro Core/Namd,66,66.0,Yonex Super Cushion Grip,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,318,318.0
Tecnifibre,Tecnifibre 270,$179.95,179.95,100 sq. in MP,100.0,26.6 inches,26.6,Strung — 10.1 oz / 285 g Unstrung — 9.5 oz / 270 g,285.0,50-55 Pounds,50.0,55.0,52.5,Even Balance,0.0,24/25/24mm,24.0,Graphite,71,71.0,Wax Grip,Medium,2.0,"14 Mains / 18 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,285,285.0
Yonex,EZONE 100,$229,229.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 11.2 oz / 318 g Unstrung — 10.6 oz / 300 g,318.0,45-60 Pounds,45.0,60.0,52.5,4 Pts Head Light,-4.0,23.5/26/22mm,22.0,HM Graphite / M40X with VDM HM Graphite / M40X / VDM,68,68.0,Yonex Synthetic,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 8T,8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,320,320.0
Dunlop,Dunlop 100 (285g),$179.99,179.99,100 sq. in MP,100.0,27 inches,27.0,Strung — 10.7 oz / 303 g Unstrung — 10.0 oz / 285 g,303.0,45-65 Pounds,45.0,65.0,55.0,3 Pts Head Light,-3.0,23/26/23mm,23.0,Sonic Core with Infinergy / Graphite,71,71.0,Dunlop Viper Dry,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,303,303.0
Wilson,Wilson 115 (240g),$199,199.0,115 sq. in OS,115.0,27.9 inches,27.9,Strung — 9.1 oz / 255 g Unstrung — 8.4 oz / 239 g,255.0,55-65 Pounds,55.0,65.0,60.0,10 Pts Head Heavy,10.0,27/29/28mm,28.0,Graphite,71,71.0,Wilson Synthetic,High,3.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Slow, Compact Swing",1.0,335,335.0
Yonex,EZONE 98,$229,229.0,98 sq. in MP,98.0,27.5 inches,27.5,Strung — 11.4 oz / 323 g Unstrung — 10.8 oz / 305 g,323.0,40-55 Pounds,40.0,55.0,47.5,5 Pts Head Light,-5.0,23/24/19mm,19.0,HM Graphite / M40X with VDM HM Graphite / M40X / VDM,64,64.0,Yonex Synthetic,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 8T,8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,333,333.0
Head,Head 100 (265g),$199.95,199.95,100 sq. in MP,100.0,27 inches,27.0,Strung — 9.9 oz / 281 g Unstrung — 9.3 oz / 265 g,281.0,48-57 Pounds,48.0,57.0,52.5,2 Pts Head Heavy,2.0,25mm,25.0,Graphene 360+ / Graphite,68,68.0,Head Hydrosorb Pro,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 8T,8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,306,306.0
Head,Head 115 (255g),$199.95,199.95,115 sq. in OS,115.0,27.4 inches,27.4,Strung — 9.6 oz / 272 g Unstrung — 9.0 oz / 255 g,272.0,52-62 Pounds,52.0,62.0,57.0,2 Pts Head Heavy,2.0,26/26/28mm,28.0,Grahene 360+ / Graphite,69,69.0,Head Hydrosorb Pro,High,3.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 10T, 7H, 9HTwo PieceNo Shared Holes","Slow, Compact Swing",1.0,320,320.0
Yonex,Yonex 100 (270g),$209,209.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 10.0 oz / 283 g Unstrung — 9.5 oz / 270 g,283.0,40-55 Pounds,40.0,55.0,47.5,3 Pts Head Light,-3.0,23.5/26/22mm,22.0,HM Graphite / M40X with VDM HM Graphite / M40X / VDM,67,67.0,Yonex Synthetic,Medium,2.0,"16 Mains / 18 CrossesMains Skip: 8T,8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,305,305.0
Yonex,Yonex 100 (285g),$219,219.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 10.6 oz / 301 g Unstrung — 10.1 oz / 285 g,301.0,45-60 Pounds,45.0,60.0,52.5,3 Pts Head Light,-3.0,23.5/26/22mm,22.0,HM Graphite / M40X with VDM HM Graphite / M40X / VDM,68,68.0,Yonex Synthetic,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 8T,8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,311,311.0
Head,Head 102 (280g),$89.95,89.95,102 sq. in MP,102.0,27 inches,27.0,Strung — 10.4 oz / 295 g Unstrung — 9.9 oz / 280 g,295.0,48-57 Pounds,48.0,57.0,52.5,4 Pts Head Light,-4.0,22/25/23mm,23.0,Graphene XT / Graphite,60,60.0,Hydrosorb Pro,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,300,300.0
Yonex,Yonex 97 (320g),$239,239.0,97 sq. in MP,97.0,27 inches,27.0,Strung — 11.9 oz / 337 g Unstrung — 11.3 oz / 320 g,337.0,45-60 Pounds,45.0,60.0,52.5,7 Pts Head Light,-7.0,20mm,20.0,H.M. Graphite/Black Micro Core/Namd,60,60.0,Yonex Super Cushion Grip,Low,1.0,"18 Mains / 20 CrossesMains Skip: 8T, 10T, 8H, 10HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,325,325.0
Dunlop,Dunlop 105 (270g),$179.99,179.99,105 sq. in OS,105.0,27.25 inches,27.25,Strung — 10.1 oz / 286 g Unstrung — 9.5 oz / 270 g,286.0,40-60 Pounds,40.0,60.0,50.0,1 Pts Head Light,-1.0,23/26.5/23mm,23.0,Sonic Core with Infinergy & Graphite,66,66.0,Dunlop Viper Dry,High,3.0,"16 Mains / 19 CrossesMains Skip: 8T,8HTwo PieceNo Shared Holes","Slow, Compact Swing",1.0,313,313.0
Babolat,Babolat 102 (280g),$159,159.0,102 sq. in MP,102.0,27 inches,27.0,Strung — 10.4 oz / 294 g Unstrung — 9.9 oz / 280 g,294.0,50-55 Pounds,50.0,55.0,52.5,4 Pts Head Light,-4.0,23/26/23mm,23.0,Graphite,65,65.0,Babolat Synthetic,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 8T, 7H, 9HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,308,308.0
Head,Speed MP,$229.95,229.95,100 sq. in MP,100.0,27 inches,27.0,Strung — 11.2 oz / 318 g Unstrung — 10.6 oz / 300 g,318.0,48-57 Pounds,48.0,57.0,52.5,4 Pts Head Light,-4.0,23mm,23.0,Graphene 360+ / Graphite,64,64.0,Head Hydrosorb Pro,Low,1.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,329,329.0
Yonex,Yonex 100 (270g),$209,209.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 10.0 oz / 283 g Unstrung — 9.5 oz / 270 g,283.0,40-55 Pounds,40.0,55.0,47.5,3 Pts Head Light,-3.0,23.5/26/22mm,22.0,HM Graphite / M40X with VDM HM Graphite / M40X / VDM,67,67.0,Yonex Synthetic,Medium,2.0,"16 Mains / 18 CrossesMains Skip: 8T,8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,305,305.0
Tecnifibre,Tecnifibre 260,$179.95,179.95,105 sq. in OS,105.0,26.6 inches,26.6,Strung — 9.8 oz / 277 g Unstrung — 9.2 oz / 260 g,277.0,50-55 Pounds,50.0,55.0,52.5,1 Pt Head Light,-1.0,24/25/24mm,24.0,Graphite,68,68.0,Wax Grip,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,284,284.0
Head,Head 98 (320g),$229.95,229.95,98 sq. in MP,98.0,27 inches,27.0,Strung — 11.9 oz / 335 g Unstrung — 11.3 oz / 320 g,335.0,48-57 Pounds,48.0,57.0,52.5,7 Pts Head Light,-7.0,20mm,20.0,Graphene 360+ / Graphite,60,60.0,Head Hydrosorb Pro,Low,1.0,"18 Mains / 20 CrossesMains Skip: 8T, 10T, 8H, 10HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,325,325.0
Yonex,EZONE 98,$229,229.0,98 sq. in MP,98.0,27 inches,27.0,Strung — 11.3 oz / 320 g Unstrung — 10.8 oz / 305 g,320.0,45-60 Pounds,45.0,60.0,52.5,6 Pts Head Light,-6.0,23/24/19mm,19.0,HM Graphite / M40X with VDM HM Graphite / M40X / VDM,64,64.0,Yonex Synthetic,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 8T,8HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,317,317.0
Head,Head 100 (285g),$209.95,209.95,100 sq. in MP,100.0,27 inches,27.0,Strung — 10.7 oz / 303 g Unstrung — 10.1 oz / 285 g,303.0,48-57 Pounds,48.0,57.0,52.5,4 Pts Head Light,-4.0,25mm,25.0,Graphene 360+ / Graphite,69,69.0,Head Hydrosorb Pro,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 8T,8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,308,308.0
Head,Head 99 (305g),$229.95,229.95,99 sq. in MP,99.0,27 inches,27.0,Strung — 11.5 oz / 323 g Unstrung — 10.8 oz / 305 g,323.0,48-57 Pounds,48.0,57.0,52.5,4 Pts Head Light,-4.0,21.5mm,21.5,Graphene 360+ / Graphite,65,65.0,Head Hydrosorb Pro,Low,1.0,"18 Mains / 19 CrossesMains Skip: 8T, 10T, 8H, 10HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,326,326.0
Head,Head 115 (230g),$179.95,179.95,115 sq. in OS,115.0,27.7 inches,27.7,Strung — 8.7 oz / 247 g Unstrung — 8.1 oz / 230 g,247.0,52-62 Pounds,52.0,62.0,57.0,9 Pts Head Heavy,9.0,29mm,29.0,Graphene 360+ / Graphite,66,66.0,Hydrosorb Pro,High,3.0,"16 Mains / 19 CrossesMains Skip: 8T,8HTwo PieceNo Shared Holes","Slow, Compact Swing",1.0,306,306.0
